projects,labels,texts
EMF,negative,we expect this failure when running stand alone
EMF,negative,use a stack to accumulate segments
EMF,negative,compute the index within that bit pattern for this feature id and fetch that bit at that index
EMF,negative,initialize classes and features add operations and parameters non nls non nls non nls non nls non nls
EMF,negative,for isset we only need to check the bit and return when the bit is
EMF,negative,return a correctly sized result
EMF,negative,if the value index set there is no index to return
EMF,negative,empty statement
EMF,negative,return value null value length value charat segment separator validate value uric hi uric lo true true
EMF,negative,ignore
EMF,negative,this just notifies those things that are affected by the selection
EMF,negative,no validation needed since all components are from existing uris
EMF,negative,if the result is not a proxy cache it
EMF,negative,server based authority
EMF,negative,create the command stack that will notify this editor as commands are executed
EMF,negative,can check against path characters because the set is the same except for which we  ve already excluded
EMF,negative,initialize all the fields from the command parameter
EMF,negative,check that port is well formed if it exists revisit there is no restriction on port value ranges but perform the same check as in setport to be consistent pass in a string to this method instead of an integer
EMF,negative,javadoc copied from interface
EMF,negative,initialize classes and features add operations and parameters
EMF,negative,javadoc copied from interface
EMF,negative,non javadoc see org eclipse jface window window close
EMF,negative,javadoc copied from interface
EMF,negative,ipv addresses are bit so there can be at most eight sections
EMF,negative,javadoc copied from interface
EMF,negative,all eclipse dependent operations are delegated to this class this pattern avoids any runtime failure due to missing dependencies in the stand alone case
EMF,negative,mark meta data to indicate it ca not be changed
EMF,negative,return value null validate value segment char hi segment char lo true true
EMF,negative,javadoc copied from interface
EMF,negative,non javadoc see org eclipse emf codegen merge java facade facadehelper insertsibling org eclipse emf codegen merge java facade jnode org eclipse emf codegen merge java facade jnode boolean
EMF,negative,javadoc copied from interface
EMF,negative,trying to match the following productions hexseq hex hex hex hexdig
EMF,negative,count just the bits up to this one note that shifting bits is a no op
EMF,negative,this might be invalid or an ipv address if it is potentially an ipv address backup to just after the last valid character that matches hexseq
EMF,negative,determine the index for the feature and return the value at that index if an index is assigned
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,determine if an index is assigned
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,determine the index
EMF,negative,begin user doc the b switch b for the model is inheritance hierarchy it supports the call link doswitch eobject doswitch object to invoke the code casexxx code method for each class of the model starting with the actual class of the object and proceeding up the inheritance hierarchy until a non null result is returned which is the result of the switch end user doc see org eclipse emf codegen ecore genmodel genmodelpackage generated
EMF,negative,if it is newly allocated add a new value and indicate there was no previous value
EMF,negative,non javadoc see org eclipse emf codegen merge java facade ast astjabstracttype getchildren
EMF,negative,do not use  cotinue  for this loop single range from to range subtraction
EMF,negative,initializing the character flag array code generated by xmlchargenerator
EMF,negative,forward the interned value
EMF,negative,we will assume that the copy command can execute and that adding a copy of the clipboard is the same test as adding the clipboard contents itself
EMF,negative,if it is a parameterized type
EMF,negative,non nls non nls
EMF,negative,both prefix if any a localpart must be valid ncname
EMF,negative,set bounds for type parameters
EMF,negative,the instance class name is the erasure
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,if it is changing
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,if the name is not a qualified name and is not a primitive type it is assumed to denote some arbitrary type parameter
EMF,negative,fill of value byte
EMF,negative,be sure to pick up any trailing brackets
EMF,negative,if the bundle ca not be found the normal way try to find it as the base url if that also does not work rethrow the original exception
EMF,negative,is the first character a special character i e something other than ?
EMF,negative,note isrelative hierarchical
EMF,negative,returns null if the specified value is null or would be a valid path segment array of a uri otherwise the value of the first invalid segment
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,is it the start of a source uri of an annotation ?
EMF,negative,obtain other dependent packages
EMF,negative,recompute the read only state
EMF,negative,return value null validate value segment char hi segment char lo true true
EMF,negative,refresh any actions that may become enabled or disabled
EMF,negative,go through class super types to catch constraints from other packages
EMF,negative,javadoc copied from interface
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,javadoc copied from interface
EMF,negative,non nls
EMF,negative,if this is just a proxy being resolved
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,empty
EMF,negative,fill of value byte fill of value byte
EMF,negative,empty
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,empty
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,empty
EMF,negative,do nothing
EMF,negative,note authority null hierarchical authority null device null absolutepath scheme null
EMF,negative,fill of value byte
EMF,negative,ignore
EMF,negative,fill of value byte fill of value byte fill of value byte
EMF,negative,update the classifier and hence the raw type as normal
EMF,negative,calls code validatexxx code for the corresponding classifier of the model begin user doc end user doc generated
EMF,negative,if the node is less than line long but its contents is replaced by multiple lines comment out each line in it
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,find the closing
EMF,negative,non javadoc see org eclipse emf ecore util basicextendedmetadata isfeaturekindspecific
EMF,negative,cause a syntax error
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,decode all encoded characters
EMF,negative,if that fails determine the url for the class itself the url will be of one of the following forms so there are a few good places to consider looking for the plugin properties for a plugin xml with runtime common jar jar file d sandbox unpackage m eclipse plugins org eclipse emf common common jar org eclipse common commonplugin class for a plugin xml with runtime runtime common jar jar file d sandbox unpackage m eclipse plugins org eclipse emf common runtime common jar org eclipse common commonplugin class for a plugin xml with runtime where the plugin is jarred jar file d sandbox unpackage m eclipse plugins org eclipse emf common jar org eclipse common commonplugin class for a plugin xml with runtime where the plugin is not jarred file d sandbox unpackage m eclipse plugins org eclipse emf common org eclipse emf common commonplugin class running in pde with bin on classpath file d sandbox unpackage m eclipse plugins org eclipse emf common bin org eclipse emf common commonplugin class
EMF,negative,javadoc copied from base class
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,check for a count i e a followed by a number
EMF,negative,fill of value byte
EMF,negative,look for trailing count
EMF,negative,fill of value byte fill of value byte fill of value byte
EMF,negative,look for a matching named element
EMF,negative,return econtainerfeatureid
EMF,negative,find the uppermost class loader in the hierarchy that can load the class
EMF,negative,fill of value byte fill of value byte fill of value byte
EMF,negative,jcontrolmodel class is used with classnames that were not found
EMF,negative,fill of value byte fill of value byte fill of value byte
EMF,negative,
EMF,negative,do nothing
EMF,negative,register with the upper most class loader that is able to load the class
EMF,negative,fill of value byte fill of value byte
EMF,negative,this let is us test whether the string exists as a file if not we try as a uri
EMF,negative,or if it is a wildcard or group feature also make it featuremap typed
EMF,negative,first try to see if this class has an einstance
EMF,negative,try and get the resource selection to determine a current directory for the file dialog
EMF,negative,first try to see if this class has an einstance
EMF,negative,do nothing
EMF,negative,remember the file
EMF,negative,fill of value byte fill of value byte fill of value byte
EMF,negative,do the work within an operation
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,note authority null hierarchical authority null device null absolutepath scheme null
EMF,negative,no authority use base is
EMF,negative,create a resource set
EMF,negative,non javadoc see org eclipse emf ecore util extendedmetadata getnamespace org eclipse emf ecore epackage
EMF,negative,get the uri of the model file
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,returns true if the given value is an archive scheme as defined by the org eclipse emf common util uri archiveschemes system property by default jar zip and archive are considered archives
EMF,negative,if the feature is a bidirectional reference with a multiplicity many reverse a composite reverse or a multiplicity reverse that is already set on value then we will switch things around and execute this command a little differently because otherwise it is not undoable
EMF,negative,add the initial model object to the contents
EMF,negative,if a sibling has been specified add the best index possible to each commandparameter
EMF,negative,save the contents of the resource to the file system
EMF,negative,there are attributes to handle
EMF,negative,make sure the file ends in ecore
EMF,negative,genpackage can be a broken proxy
EMF,negative,create a page set the title and the initial model file name
EMF,negative,we never directly set a multiplicity many feature to a list directly instead we remove the old values values move the values that remain and insert the new values if all old values are removed we will still set it to an empty list or unset it as appropriate
EMF,negative,get the resource
EMF,negative,absolute path or no path absolute path
EMF,negative,this gives us a directory
EMF,negative,this ensures that we handle selections correctly
EMF,negative,set this for the container
EMF,negative,if the relative path is empty or ends in an empty segment a parent reference or a self reference add a trailing separator to a non empty path
EMF,negative,ignore
EMF,negative,this returns a name like employeenumber formatted like  employee number  this returns the same as getcapname unless it starts with is in which case the is is stripped this returns the name to be used in accessor method names it is the same as getcapname unless this is the key or value of a map entry for which typed is prepended this returns the name of the get array based accessor method for the list feature this returns the name of the get accessor method for the feature i e either is or get is prefixed to getaccessorname
EMF,negative,create an adapter factory that yields item providers
EMF,negative,do nothing
EMF,negative,ignore
EMF,negative,for a many to many association the command can only be undoable if the value or owner is last in its respective list since the undo will include an inverse add so if the value is last but the owner is not we create an undoable compound command that removes from the opposite end and then inserts the new value
EMF,negative,evirtualindexbits offset newindexbits
EMF,negative,if there is no list to add to no collection or an empty collection from which to add or the index is out of range
EMF,negative,evirtualvalues newvalues
EMF,negative,this is package so check the package information if this is in cat file if it is then load the cat file into the tree thereby traversing it otherwise just traverse the tree
EMF,negative,create the command stack that will notify this editor as commands are executed
EMF,negative,no device use base is
EMF,negative,add a listener to set the most recent command is affected objects to be the selection of the viewer with focus
EMF,negative,setting at an index make sure the index is valid the type is valid and the value is not already in a unique feature record the old value
EMF,negative,try to select the affected objects
EMF,negative,since base must be hierarchical and since a non hierarchical uri must have both scheme and opaque part the complete absolute uri is needed to resolve to a non hierarchical uri
EMF,negative,make sure it is okay
EMF,negative,if the other end is a many then we should remove the owner from the old value is opposite feature so that undo will put it back
EMF,negative,look for a likely plugin name
EMF,negative,create type parameters
EMF,negative,try to select the items in the current content viewer of the editor
EMF,negative,
EMF,negative,if found no data just return null
EMF,negative,if it is a platform plugin uri include it in the map
EMF,negative,if it is changing
EMF,negative,keep track of all the entry features that are already in the feature map and that will be added excluding xml text cdata and comments if we  re in a mixed type
EMF,negative,create the listener on demand
EMF,negative,else keep authority device path and query
EMF,negative,stop listening to the old one
EMF,negative,determine the values to be added and add them at the right position
EMF,negative,note it is okay for two uris to share a segments array since neither will ever modify it
EMF,negative,find the fragment root so that we can generate to the right location by default
EMF,negative,non nls non nls non nls non nls
EMF,negative,select the root object in the view
EMF,negative,returns the base portion of the dynamic template path
EMF,negative,non nls non nls non nls non nls
EMF,negative,start listening to the new one
EMF,negative,non javadoc see org eclipse ui iactiondelegate run org eclipse jface action iaction
EMF,negative,remember it
EMF,negative,either delegate the call or return nothing
EMF,negative,remove any non java dependencies from being added
EMF,negative,now we could check that the adapter implements interface itableitemfontprovider
EMF,negative,it is okay for there not be a precompiled template so fail quietly
EMF,negative,create package meta data objects
EMF,negative,eatm getdecoratedadapterfactory
EMF,negative,we do not need to encode here because the only platform resource uris in the map are for projects whose names are the same as corresponding plug in ids and hence never need to be encoded see ecoreplugin computeplatformresourcetoplatformpluginmap
EMF,negative,set the editors selection based on the current viewer is selection
EMF,negative,
EMF,negative,there must be at least one match
EMF,negative,non javadoc method declared on dialog
EMF,negative,gentypeparameter
EMF,negative,this implements the following order of preference full refresh and update full refresh add update if necessary refresh element with update refresh element if necessary update element
EMF,negative,gentypedelement
EMF,negative,the try catch provides backwards compatibility with the old resource key ui createchild label and should be removed at the next release when we can expect users to regenerate
EMF,negative,create the listener on demand
EMF,negative,eatm color startcolor display getsystemcolor swt color list selection
EMF,negative,genruntimeversion
EMF,negative,these will be the children belonging to this feature
EMF,negative,genmodelpackage
EMF,negative,there is no executable command so we  d better nix the whole deal
EMF,negative,this returns either attribute attribute list reference or reference list
EMF,negative,do the encoding
EMF,negative,getfirstfileextension ?
EMF,negative,get the target object from the item widget and the mouse location in it
EMF,negative,add variable fragment to new declaration
EMF,negative,determine if we can create a valid command at the current location
EMF,negative,load the resource through the editing domain
EMF,negative,non javadoc see org eclipse emf ecore util extendedmetadata gettype org eclipse emf ecore epackage java lang string
EMF,negative,javadoc copied from interface
EMF,negative,begin user doc the b adapter factory b for the model it provides an adapter code createxxx code method for each class of the model end user doc see org eclipse emf mapping ecore xml ecore xmlpackage generated
EMF,negative,javadoc copied from interface
EMF,negative,otherwise the source should be available now as event data and we can create the command
EMF,negative,javadoc copied from interface
EMF,negative,either the ieditingdomainitemprovider or itreeitemcontentprovider item provider interface can give us the children
EMF,negative,eatm getdecoratedadapterfactory
EMF,negative,initialize simple dependencies
EMF,negative,create a page for the selection tree view
EMF,negative,begin user doc the b switch b for the model is inheritance hierarchy it supports the call link doswitch eobject doswitch object to invoke the code casexxx code method for each class of the model starting with the actual class of the object and proceeding up the inheritance hierarchy until a non null result is returned which is the result of the switch end user doc see org eclipse emf mapping ecore xml ecore xmlpackage generated
EMF,negative,the content outline is just a tree
EMF,negative,initialize created meta data
EMF,negative,genmodelfactory
EMF,negative,current document reference keep no path or query
EMF,negative,set up the tree viewer
EMF,negative,calls code casexxx code for each class of the model until one returns a non null result it yields that result begin user doc end user doc return the first non null result returned by a code casexxx code call generated
EMF,negative,ignore if there is not substantial change
EMF,negative,constructors
EMF,negative,lower all except the last upper case character if there are more than one upper case characters in the beginning e g xsdelementcontent xsdelementcontent however if the whole string is upper case the whole string is turned into lower case e g cpu cpu
EMF,negative,mark meta data to indicate it ca not be changed
EMF,negative,select the root object in the view
EMF,negative,look for each unwrapped object as a value of a wrapper replacing it with the first one found
EMF,negative,make sure our popups work
EMF,negative,set bounds for type parameters
EMF,negative,genannotation
EMF,negative,it must be an unsettable feature to be empty and considered set
EMF,negative,javadoc copied from interface
EMF,negative,matching authorities and no device or path removal
EMF,negative,always keep fragment even if null and use scheme from base no validation needed since all components are from existing uris
EMF,negative,register package validator
EMF,negative,javadoc copied from interface
EMF,negative,check to see if a container is being put into a contained object
EMF,negative,listen to selection so that we can handle it is a special way
EMF,negative,new addcommand domain mapping mapping epackagemapping getmapping nested siblingstoreparent
EMF,negative,static initialization
EMF,negative,trick to import java util without warnings
EMF,negative,set the selection to the widget
EMF,negative,non nls
EMF,negative,save only resources that have actually changed
EMF,negative,do allow an existing manifest mf to be overwritten since it may have been created as part of an empty emf project use the existence of a plugin xml as a guard against overwriting in a project that has already been generated
EMF,negative,add a listener to set the most recent command is affected objects to be the selection of the viewer with focus
EMF,negative,if there is not an executable command we should maybe try a copy operation but only if we  re allowed and not doing a link
EMF,negative,remember it
EMF,negative,the type string must be qualified by its package uri e g dtd xmi dtdelement the package uri is used to look up the package by calling refregister getpackage uri
EMF,negative,this is the method that gets invoked when the operation runs
EMF,negative,this will be the default return value
EMF,negative,save the resources to the file system
EMF,negative,non javadoc see org eclipse emf mapping action addrootbottomaction getbottomstoadd
EMF,negative,refresh the necessary state
EMF,negative,try again
EMF,negative,something went wrong that should not
EMF,negative,otherwise we could check that the adapter implements interface iitemcolorprovider
EMF,negative,javadoc copied from interface
EMF,negative,now we could check that the adapter implements interface itableitemcolorprovider
EMF,negative,remember the file
EMF,negative,and delegate the call
EMF,negative,do the work within an operation
EMF,negative,ignore
EMF,negative,create a resource set
EMF,negative,this turns a featureless set command into an operation to create a mapping this is invoked during drag and drop
EMF,negative,genenumimpl
EMF,negative,
EMF,negative,get the uri of the model file
EMF,negative,we  ve switch the operation
EMF,negative,select the new file resource in the current view
EMF,negative,if the type is not object we need to cast if it is a primitive we need to unbox
EMF,negative,use a stack to accumulate segments of base except for the last i e skip trailing separator and anything following it and of relative path
EMF,negative,now we want to find all the other objects with this same parent so we can collection siblings together and give the parent control over their removal
EMF,negative,we ca not have a null name in case we  re using emof serialization
EMF,negative,determine the object is parent
EMF,negative,static initialization
EMF,negative,if it is an interface then it will be treated as an eclass
EMF,negative,create type parameters
EMF,negative,this returns either eattribute or ereference
EMF,negative,ignore
EMF,negative,eclass getesupertypes addall extend eclass getesupertypes addall unspecified eclass getesupertypes addall mixin eclass getesupertypes addall nonclass
EMF,negative,continue to compute the offset
EMF,negative,defer the handling of the opposite
EMF,negative,ignore
EMF,negative,this guard is for extra security but should not be necessary
EMF,negative,remember the static instance
EMF,negative,the entity handler is the best place to resolve and deresolve uris since it can do it there just once to produce the entity so most often the entity handler will be a uri handler as well and when used as a uri handler will be an identity handler
EMF,negative,switch to the new selection provider
EMF,negative,do this first for better error message during seteparameterproperties
EMF,negative,fake a selection changed event to update the menus
EMF,negative,set properties
EMF,negative,ignore
EMF,negative,index counters into indices indices and indices
EMF,negative,javadoc copied from interface
EMF,negative,just remember it it is encoded later during execution which is more efficient
EMF,negative,javadoc copied from interface
EMF,negative,remove objects from the owner list by index starting from the end
EMF,negative,genmodelfactoryimpl
EMF,negative,we do not want to insert an object before or after itself
EMF,negative,add iana to java encoding mappings
EMF,negative,create a code formatter for this compilation unit if needed
EMF,negative,get the resource
EMF,negative,this is the feedback we use to indicate drop on it will only be used if the command is executable
EMF,negative,get the resource parent if its a file
EMF,negative,we  d like the collection of replacements selected after this replace completes
EMF,negative,set bounds for type parameters
EMF,negative,repeatedly select the lower index and corresponding object and advance past the selected pair
EMF,negative,this gives us a directory
EMF,negative,wrap any new children and add them to the map remove each current child from the set of old children
EMF,negative,ignore this soft dependency when it is not satisfied
EMF,negative,simply remove the object from the owner list
EMF,negative,make up a unique new name here
EMF,negative,trick to import java util without warnings
EMF,negative,prepare for createchild item addition or removal
EMF,negative,check all the siblings to see which if any should now be nested under this new mapping the are accumulated into a list so that they can be removed as a single command with a single notification
EMF,negative,j has problems assigning null to a class variable
EMF,negative,trick to import java util without warnings
EMF,negative,always returns original value
EMF,negative,we will assume that the copy command can execute and that adding a copy of the clipboard is the same test as adding the clipboard contents itself
EMF,negative,recompute the read only state
EMF,negative,use the original to do the add but only if it is of the same type as the copy this ensures that if there is conversion being done as part of the copy as would be the case for a cross domain copy in the mapping framework that we do actually use the converted instance
EMF,negative,add added super interfaces to the array
EMF,negative,mappingroot epackagemapping getmapping outputs mappingroot epackagemapping getmapping inputs
EMF,negative,javadoc copied from base class
EMF,negative,special case for a reference to ecore to ensure that flag settings are respected and are set only for ecore itself
EMF,negative,not supported in jdom
EMF,negative,testcase unsetgenfeature annotations insert javajetinc
EMF,negative,only fragment left revert the changes
EMF,negative,we will assume that all the createcopycommand is and initializecopycommand is can execute
EMF,negative,javadoc copied from interface
EMF,negative,obtain other dependent packages
EMF,negative,split is performed
EMF,negative,for removecommand we will find the owner by calling editingdomain getparent on the object s being removed
EMF,negative,not supported in jdom
EMF,negative,setresourcefactoryregister new extensiblecontextresourcefactoryregister eatm setresourcefactoryregister new contextresourcefactoryregister
EMF,negative,name already contains unset on demand property
EMF,negative,fill of value byte fill of value byte fill of value byte fill of value byte
EMF,negative,three arguments are expected the xml getcontrolmodel uri the source java uri and the target java uri
EMF,negative,for lists maps and feature maps the default is many valued which can be overridden by an upper bound declaration
EMF,negative,javadoc copied from interface
EMF,negative,if there is no ecore representation or it is invalid e g when is used to omit a specification then just use the java representation
EMF,negative,javadoc copied from interface
EMF,negative,containers are transient by default unless explicitly annotated otherwise
EMF,negative,javadoc copied from interface
EMF,negative,consider each genmodel location uri for each required plugin
EMF,negative,prepare for createsibling item addition or removal
EMF,negative,get extra icon and bounds for first column of extendedtabletreeitem
EMF,negative,force an update because eclipse hides empty menus now
EMF,negative,if the notification is an iviewernotification it specifies how viewerrefresh should behave otherwise fall back to notifychangedtoviewerrefresh which determines how to refresh the viewer directly from the model notification
EMF,negative,remove any menu items for old selection
EMF,negative,a setcommand needs to go through setcommand create to ensure it can execute and undo
EMF,negative,query the new selection for appropriate new child sibling descriptors
EMF,negative,initialize enums and add enum literals
EMF,negative,generate actions for selection populate and redraw the menus
EMF,negative,draw ellipses offset if down
EMF,negative,empty extension to limit the effect of suppressing the deprecation warning
EMF,negative,protected command createsetcommand editingdomain domain object owner object feature object value return ieditingdomainitemprovider decorateditemprovider createcommand owner domain setcommand class new commandparameter owner feature value protected command createcopycommand editingdomain domain object owner copycommand helper helper return ieditingdomainitemprovider decorateditemprovider createcommand owner domain copycommand class new commandparameter owner null helper protected command createcreatecopycommand editingdomain domain object owner copycommand helper helper return ieditingdomainitemprovider decorateditemprovider createcommand owner domain createcopycommand class new commandparameter owner null helper protected command createinitializecopycommand editingdomain domain object owner copycommand helper helper return ieditingdomainitemprovider decorateditemprovider createcommand owner domain initializecopycommand class new commandparameter owner null helper protected command createremovecommand editingdomain domain object owner object feature collection collection return ieditingdomainitemprovider decorateditemprovider createcommand owner domain removecommand class new commandparameter owner feature collection protected command createreplacecommand editingdomain domain object owner object feature object value collection collection return ieditingdomainitemprovider decorateditemprovider createcommand owner domain replacecommand class new commandparameter owner feature value collection protected command createaddcommand editingdomain domain object owner object feature collection collection int index return ieditingdomainitemprovider decorateditemprovider createcommand owner domain replacecommand class new commandparameter owner feature collection index protected command createmovecommand editingdomain domain object owner object feature object value int index return ieditingdomainitemprovider decorateditemprovider createcommand owner domain replacecommand class new commandparameter owner feature value index protected command createdraganddropcommand editingdomain domain object owner float location int operations int operation collection collection draganddropcommand detail detail new draganddropcommand detail location operations operation return ieditingdomainitemprovider decorateditemprovider createcommand owner domain draganddropcommand class new commandparameter owner detail collection
EMF,negative,get the adapter from the factory
EMF,negative,iterate over all the plugin ids to determine the dependency closure the list grows as the plugins are visited
EMF,negative,look into subcontributionitems
EMF,negative,else keep device path and query
EMF,negative,delete the actioncontributionitems with matching action
EMF,negative,now we could check that the adapter implements interface itableitemcolorprovider
EMF,negative,if it is really a contained child return the feature for it
EMF,negative,we will need to keep track of the information we use to create the command so that we can recreate it in drop
EMF,negative,changes to the parameters should also update the label
EMF,negative,returns true if the non relative path includes segments that would be collapsed when resolving false otherwise if preserverootparents is true collapsible segments include any empty segments except for the last segment as well as and parent and self references if preserverootsparents is false parent references are not collapsible if they are the first segment or preceded only by other parent references
EMF,negative,the shared instance
EMF,negative,ignore the unset notification for an ismany feature the value is boolean in this case
EMF,negative,remember the static instance
EMF,negative,if necessary get a command that replaces unwrapped values by their wrappers in the result and affected objects
EMF,negative,inputstream contents new bytearrayinputstream bytes
EMF,negative,now we could check that the adapter implements interface itableitemlabelprovider
EMF,negative,initialize created meta data
EMF,negative,if we have children to remove for this feature create a command for it
EMF,negative,create helpers to cache and supply information for unique naming
EMF,negative,do nothing
EMF,negative,genannotationimpl
EMF,negative,create ok and cancel buttons by default
EMF,negative,create package meta data objects
EMF,negative,set the error message text see https bugs eclipse org bugs show bug cgi ? id
EMF,negative,initialize simple dependencies
EMF,negative,walk the fields
EMF,negative,obtain or create and register package
EMF,negative,index of first segment that is different between endpath and startpath
EMF,negative,mark meta data to indicate it ca not be changed
EMF,negative,if the local transfer supports this data type switch to that data type
EMF,negative,create the options model
EMF,negative,drop last segment from base as in resolving
EMF,negative,add supertypes to classes
EMF,negative,the switch that delegates to the code createxxx code methods begin user doc end user doc generated
EMF,negative,set bounds for type parameters
EMF,negative,treat an empty base path as the root absolute path
EMF,negative,create classes and their features
EMF,negative,class unsetgenfeature override javajetinc
EMF,negative,create enums
EMF,negative,this is for backwards compatibility since the constructor may have been overridden before it was expected to set actiondelegate
EMF,negative,create type parameters
EMF,negative,etype instanceof edatatype
EMF,negative,genmodelpackageimpl
EMF,negative,determine the required plugins
EMF,negative,create resource
EMF,negative,in column the drop down is indented past the collapse expand icon
EMF,negative,does nothing
EMF,negative,user rejects a relative path keep absolute or no path
EMF,negative,fb tbd different objects for ecore model
EMF,negative,draw the icons
EMF,negative,i assume that the editorinput is a file object
EMF,negative,matching devices and no path removal
EMF,negative,clear the import manager
EMF,negative,class getgenfeature todo override javajetinc
EMF,negative,basicemap this removeentry index j
EMF,negative,initialize package
EMF,negative,order genpackages by putting firstgenpackage if non null first
EMF,negative,remember the viewer and listen to swt dragdetect to alert the start of the drag operation
EMF,negative,fb tbd different objects for ecore model
EMF,negative,obtain or create and register package
EMF,negative,genfeatureimpl
EMF,negative,text new text composite swt single swt border text setlayoutdata new griddata griddata grab horizontal griddata horizontal align fill
EMF,negative,if the value is null the key is a referenced object
EMF,negative,keep query and select relative or absolute path based on length
EMF,negative,generatecolor
EMF,negative,return a correctly sized result
EMF,negative,set from link ischildren children if unset and return value
EMF,negative,create package meta data objects
EMF,negative,ereversefeature isnavigable
EMF,negative,
EMF,negative,handle the creation of the model from the modelfile
EMF,negative,for debugging purposes may be removed in the future
EMF,negative,go through class super types to catch any from other packages
EMF,negative,for the control case we need a dialog to ask for the uri and obtain the resource then we create the command
EMF,negative,support for as proposed to be added to the iana registry in http lists w org archives public ietf charset julsep html
EMF,negative,if we are not getting the domain from the workbench part this happens when this action is used for a global popup action we try to get the editing domain from one of the objects in the selection dms editingdomain null ?
EMF,negative,scan feature lists for those with multiple elements and return them
EMF,negative,nothing more to do and we do not want to do the default stuff below
EMF,negative,gentypedelementimpl
EMF,negative,initialize created meta data
EMF,negative,data type
EMF,negative,else keep shorter absolute path
EMF,negative,remember the static instance
EMF,negative,if we are not doing an operation
EMF,negative,eobject is handled by default case
EMF,negative,clean up the command if there is one if we need it again in drop we will recreate it from draganddropcommandinformation
EMF,negative,changes to parameter types should also update the operation is label
EMF,negative,convert to an ereference
EMF,negative,escaped unicode form
EMF,negative,if we  ve found thing with type parameters search them for a match
EMF,negative,filter out types that are not permitted
EMF,negative,we need the wrapper not the item provider to handle a draganddropcommand the move add remove etc commands that implement it will have their values unwrapped as usual
EMF,negative,restore the persistent command stack if need be
EMF,negative,create a generic super type with an eclass as the classifier for each super interface in the model representation
EMF,negative,filter out types that are not permitted
EMF,negative,an operation is declared via the kind property or for backwards compatibility by specifying parameters though attribute or reference kind takes precedence
EMF,negative,support for as proposed to be added to the iana registry in http lists w org archives public ietf charset julsep html
EMF,negative,no index specified when removing all elements
EMF,negative,class unsetgenfeature javadoc override javajetinc
EMF,negative,check if the name is qualified
EMF,negative,avoid allowing choices that will lead to duplicates
EMF,negative,mark meta data to indicate it ca not be changed
EMF,negative,return getpresentationpackagename geteditorpluginclassname
EMF,negative,emf edit generation
EMF,negative,create a page for the selection tree view
EMF,negative,find the modeled package for the import and look up the name there
EMF,negative,avoid allowing a choice that will lead to duplicates
EMF,negative,just to be helpful we will recognize a type of org eclipse emf ecore util featuremap and convert it to efeaturemapentry this way a datatype need not be specified but we wo not do this if recorddemandcreateedatatype is false so we do not change the instanceclass of a new edatatype that is implicitly being defined for featuremap
EMF,negative,ensure that there are enough type arguments to match the number of type parameters
EMF,negative,wrappers from the old command parameter must be considered in order for cut and paste to work
EMF,negative,you cannot add any children for a type parameter
EMF,negative,look for the sibling value or an equivalent in the new child is feature if it is found the child should immediately follow it
EMF,negative,clinit
EMF,negative,fill of value byte
EMF,negative,trick to import java util without warnings
EMF,negative,save the contents of the resource to the file system
EMF,negative,otherwise you ca not make it a child
EMF,negative,testcase issetgenfeature todo override javajetinc
EMF,negative,let them choose type parameters as well
EMF,negative,non nls non nls non nls
EMF,negative,tbd
EMF,negative,if it is a list type value
EMF,negative,genpackageimpl
EMF,negative,non nls non nls non nls non nls
EMF,negative,protected jetemitter extendeditemprovideremitter null
EMF,negative,either delegate the call or return nothing
EMF,negative,itemprovider newchilddescriptorsattributefeature override javajetinc
EMF,negative,iterate over all the child references to factor each child to the right reference
EMF,negative,do not care about plugin class we can generate a model without one
EMF,negative,subcommands appendandexecute new removecommand domain mapping mapping epackagemapping getmapping nested nestedmappings subcommands appendandexecute new addcommand domain parentmapping parentmapping epackagemapping getmapping nested nestedmappings
EMF,negative,clinit
EMF,negative,when the value is changed the property sheet page does not update the property sheet viewer input before refreshing and this gets called on the obsolete wrapper so we need to read directly from the model object return value
